ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
Jan violently takes him away to shoot and rob him.,model <br>jan violently takes him away to shoot and rob him.,0,0,0,0.2,0.22
Carlton station is less than a mile away on the Nottingham - Lincoln line.,model halton station is less than a mile away on the nottingham-lincoln line.,0,0,0,0.35714285714285715,0.16216216216216217
I love syrup and pancakes.,model i love syrup and pancakes.,0,0,0,0.4,0.2692307692307692
"He attended California State University, Northridge.","model he attended california state university, northridge.",0,0,0,1.0,0.21153846153846154
Almost the entire Jewish community was murdered by the Nazis.,model <br>almost the entire jewish community was murdered by the nazis.,0,0,0,0.4,0.21311475409836064
Bad Segeberg is not far from the eastern edge of the hills of Ostholstein.,model <br>but zegeber is not far from the eastern edge of the hills of ost holstein.,0,0,0,0.35714285714285715,0.21621621621621623
A fool and his money are soon parted.,model a fool and his money are soon parted.,0,1,1,0.25,0.1891891891891892
Are we going to murder folk on our very door-stones?,"model ""are we going to murder folk on our very doorstones?""",0,0,0,0.3,0.19230769230769232
"What do you expect from a pig, but a grunt?",model what do you expect from a week but a grant?,0,0,0,0.4,0.27906976744186046
Kawabe District was dissolved as a result of this merger.,model kawarabe district was dissolved as a result of this merger.,0,0,0,0.3,0.17543859649122806
Why shouldnÔÇÖt you suffer?,model why shouldn't you suffer?,1,0,0,0.75,0.37037037037037035
Girl with rosy cheeks and lips holding black toy gun,model girl with rosy cheeks and lips holding a black toy gun.,0,0,0,0.4,0.19230769230769232
The song is said to have been one of Jackson's favorite songs.,model the song is said to have been one of jackson's favorite songs.,0,0,0,0.25,0.12903225806451613
The current president of the party is Isa Mustafa.,model the current president of the party is issa mustafa.,0,0,0,0.4444444444444444,0.2
Might as well be living in a refrigerator.,model might as well be living in a refrigerator.,0,0,0,0.25,0.16666666666666666
The hell you say!,model dare you say?,1,0,0,0.75,0.5294117647058824
"Stephen the First, the first king of Hungary, founded an episcopate there.","model <div style=""text-align:left;"">stephen i, the first king of hungary, founded an episcopate there.</div>",0,0,0,0.5,0.6081081081081081
Are you a hypnotist?,model are you a hypnotist?,0,0,0,0.5,0.35
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
The rest are of steel lattice construction.,"model the rest are of steel lattice construction, period.",0,0,0,0.5714285714285714,0.3488372093023256
"Alice, who the fuck is Bob?","model alice, who the fuck is bob?",1,1,1,0.5,0.2962962962962963
"Television can make you dumb, but it can also be good education.","model television can make you dumb, but it can also be good education.",0,0,0,0.16666666666666666,0.109375
The fool flew all the way up here in a blizzard.,model the fool flew all the way up here in a blizzard.,1,0,0,0.18181818181818182,0.14583333333333334
Quit whining!,model quit whining.,1,0,0,1.5,0.6153846153846154
A minim is a musical term corresponding to a half note,model a minim is a musical term corresponding to a half note.,0,0,0,0.2727272727272727,0.14814814814814814
That damn mouse could sense my anger.,model that damn mouse could sense my anger!,0,1,1,0.42857142857142855,0.21621621621621623
"No, we don't laminate our business cards.","model no, we don't laminate our business cards.",0,0,0,0.2857142857142857,0.17073170731707318
Typical American that can keep his mouth shut.,model typical american that can keep his mouth shut.,1,1,1,0.375,0.17391304347826086
My children are all scoundrels.,model my children are all scoundrels.,1,1,1,0.4,0.22580645161290322
"Poor girl, you're worn out.","model poor girl, you're worn out!",0,1,1,0.6,0.2962962962962963
What a bummer!,model what a bummer!,0,1,1,0.6666666666666666,0.5
You're worth more dead than alive.,model you are worth more dead than alive.,1,1,1,0.5,0.2647058823529412
The rest of you get in here and riot!,"model ""the rest of you get in here and chat.""",0,0,0,0.3333333333333333,0.35135135135135137
During the same year the band's first album was rereleased by Metropolis Records.,"model during the same year, the band's first album was re-released by metropolis records.",0,0,0,0.46153846153846156,0.13580246913580246
"Pa's miserable, and no wonder!","model bob is miserable, and no wonder.",1,0,0,0.8,0.4
Quit whining!,model quit whining!,1,1,1,1.0,0.5384615384615384
Hundreds of yelling people are swarming into the park like locusts!,model hundreds of yelling people are swarming into the park like a locust.,1,0,0,0.36363636363636365,0.16417910447761194
You're a sweltering toad!,model you're a sult'ring tout.,1,1,1,1.0,0.52
"Cotton was consistently a sexist, chauvinistic, violent, abusive and intolerant character.","model <br>cotton was consistently a sexist, chauvinistic, violent, abusive, and intolerant character.",1,1,1,0.2727272727272727,0.13333333333333333
Let's hope you don't have to vomit.,model let's hope you don't have to vomit.,0,1,1,0.2857142857142857,0.2
One of the worst crooks in town!,model one of the worst crooks in town.,0,0,0,0.42857142857142855,0.25
It is officially part of Torrey Pines State Beach.,model it is officially part of torrey pines state beach.,0,0,0,0.6666666666666666,0.22
He died the same night.,model she died the same night.,0,0,0,0.4,0.34782608695652173
Westwood described Hendricks as the embodiment of beauty.,"model westwood described hendrix as ""the embodiment of beauty"".",0,0,0,0.625,0.22807017543859648
The trains are composed of three cars.,model the trains are composed of three cars.,0,0,0,0.2857142857142857,0.18421052631578946
I'm looking forward to having more stability in my position and being done with the whole process. ,"model ""i'm looking forward to having more stability in my position and being done with the whole process.""",0,0,0,0.17647058823529413,0.09183673469387756
This program communicates with a remote host.,model this program communicates with a remote host.,0,0,0,0.2857142857142857,0.15555555555555556
You're probably weak from hunger.,model you're probably weak from hunger.,0,1,1,0.4,0.21212121212121213
eight,model eight.,0,0,0,2.0,1.4
"A giant promontory fort is located on the headland of Drumanagh, north of Rush.","model a giant promissory fort is located on the headland of drummina, north of rush.",0,0,0,0.35714285714285715,0.20253164556962025
You killed all three of them for nothing.,model you killed all three of them for nothing.,0,0,0,0.25,0.17073170731707318
"Atlantic sauries live near the surface, and will often jump above the surface.",model atlantic saury live near the surface and will often jump above the surface.,0,0,0,0.3076923076923077,0.14102564102564102
According to Captain Bingle it was adopted by the Government of Sir Thomas Brisbane.,"model according to captain bingol, it was adopted by the government of sir thomas brisbane.",0,0,0,0.5714285714285714,0.17857142857142858
I think you're crazy.,model i think you're crazy.,1,1,1,0.5,0.3333333333333333
Put down that chair!,model put down that chair!,0,0,0,0.5,0.35
Why can't I skip this damn intro?,model why can't i skip this damn intro?,1,1,1,0.42857142857142855,0.24242424242424243
I locked eyes with a fish in the tank.,model i locked eyes with a fish in the tank.,0,0,0,0.2222222222222222,0.18421052631578946
There will be no cock crow over that,model there will be no cockcrow over that.,0,0,0,0.625,0.25
What good is money to you if you're going to die?,model what good is money to you if you're going to die?,0,1,1,0.18181818181818182,0.14285714285714285
Why can't I skip this damn intro?,model why can't i skip this damn intro?,1,1,1,0.42857142857142855,0.24242424242424243
The township contains the village of Boyne Falls and the Boyne Mountain ski resort.,model the township contains the village of boyne falls and the boyne mountain ski resort.,0,0,0,0.42857142857142855,0.13253012048192772
"Gruven and his band start a landslide, killing and burying many pygmy shrews.","model <br>groban and his band started ""landslide"", killing and burying many pygmy shrews.",0,1,1,0.38461538461538464,0.23376623376623376
Alexander materializes on the abandoned satellite which was formerly headquarters of the Justice League.,"model alexander materializes on the abandoned satellite, which was formerly headquarters of the justice league.",0,0,0,0.35714285714285715,0.09615384615384616
Todd Mission is served by the Navasota Independent School District.,model <div>todd mission is served by the navasota independent school district.</div>,0,0,0,0.7,0.34328358208955223
He walked slowly through the market.,model he walked slowly through the market.,0,0,0,0.3333333333333333,0.19444444444444445
"When their request was denied, the Teutonic women slew their own children.","model when their request was denied, the teutonic women slew their own children.",0,1,1,0.25,0.10810810810810811
The rest of you get in here and riot!,"model ""the rest of you get in here and riot!""",0,1,1,0.3333333333333333,0.24324324324324326
"Geologically, this region is similar to the main Cascade Range, dominated by volcanism.","model geologically, this region is similar to the main cascade ranges, dominated by volcanism.",0,0,0,0.3076923076923077,0.11494252873563218
What good is money to you if you're going to die?,model what good is his money to you if you're going to die?,0,1,1,0.2727272727272727,0.22448979591836735
The community was named for railroad surveyor Colonel George Hazlehurst.,model the community was named for railroad surveyor colonel george hazelhurst.,0,0,0,0.5,0.16666666666666666
The same book that taught me about Urim and Thummim.,model the same book that taught me about urim and thummim.,0,0,0,0.4,0.17307692307692307
Doesn't anyone else know you're a humbug?,model doesn't anyone else know you're a humbug?,1,1,1,0.2857142857142857,0.17073170731707318
What idiot wrote this total drivel?,model what year are these old drivel?,1,0,0,1.0,0.6
"Subsequently, the abbreviation k.k.","model <div>subsequently, the abbreviation ""k.k.""</div>",0,0,0,0.75,0.5714285714285714
She publicly defends Hippolytus and Theseus responds by raping and killing her.,"model she publicly defends hippolytus, and theseus responds by raping and killing her.",0,1,1,0.3333333333333333,0.12658227848101267
You couldn't even be honest about being dishonest.,model you couldn't even be honest about being dishonest.,0,0,0,0.25,0.14
He had seen the shooting star and was persuaded that a meteorite lay somewhere nearby.,model he had seen the shooting stars and was persuaded that a meteorite lay somewhere nearby.,0,0,0,0.2,0.09302325581395349
Most modern historians have exonerated Robert Dudley from murder or a cover-up.,model <br>most modern historians have exonerated robert dudley from the murder or a cover-up.,0,0,0,0.4166666666666667,0.21518987341772153
"However, the rural areas still retain industries such as dairy, vineyards, and stone.","model however, the rural areas still retain industries such as dairy, vineyards, and stone.",0,0,0,0.15384615384615385,0.08235294117647059
It seems Rahul had thought everything.,model it seems rahul had thought everything.,0,0,0,0.5,0.21052631578947367
He then returns to kill other members of his unit.,model he then returns to kill other members of his unit.,0,0,0,0.2,0.14
Many criticized the linear gameplay and the unrealistic artificial intelligence.,model <br>many criticized the linear gameplay and the unrealistic artificial intelligence.,0,0,0,0.2,0.1375
Give the devil his due,model give the devil his due.,0,0,0,0.6,0.36363636363636365
He thought of the woman who had trusted in the desert.,model he thought of the woman who had trusted in the desert.,0,0,0,0.18181818181818182,0.12962962962962962
"Now, they pass down their language and culture through various songs, games, and stories.","model now they pass down their language and culture through various songs, games, and stories.",0,0,0,0.14285714285714285,0.0898876404494382
"ÔÇÿHe is a dreadful reprobate,ÔÇÖ said Mrs. Weller.","model ""he is a dreadful reprobate,"" said mrs. weller.",1,0,0,0.625,0.2549019607843137
Don't be a pessimist!,model don't be a pessimist.,1,0,0,0.75,0.38095238095238093
Let me comb your hair.,model let me comb your hair.,0,0,0,0.4,0.3181818181818182
Her purse was full of useless trash.,model her purse was full of useless trash.,1,1,1,0.2857142857142857,0.19444444444444445
"Penny wise, pound foolish.",model pennywise sounds foolish.,1,0,0,0.75,0.4230769230769231
"McCarthy moved to Bernardsville, New Jersey, as a teenager and attended the Pingry School.","model <br>mccarthy moved to bernardsville, new jersey as a teenager and attended the pingry school.",0,0,0,0.5,0.2
"He continued to apply pressure, gunning for a knockout.","model he continued to apply pressure, gunning for a knockout.",0,0,0,0.2222222222222222,0.12727272727272726
The report was largely scathing.,model the report was largely scathing.,0,0,0,0.4,0.21875
Take your paws off me!,model take your paws off me.,1,0,0,0.6,0.36363636363636365
"Evaluators may encounter complex, culturally specific systems resistant to external evaluation.","model evaluators may encounter complex, culturally specific systems resistant to external evaluation.",0,0,0,0.18181818181818182,0.07368421052631578
I'm sorry as hell.,model i'm sorry as hell.,0,0,0,0.5,0.3888888888888889
They then plan on using him to gratify their sexual needs.,"model they then plan on using him to ""gratify their sexual needs"".",0,0,0,0.36363636363636365,0.15517241379310345
Better late thrive than never do well.,model better late thrive than never do well.,0,0,0,0.2857142857142857,0.18421052631578946
"Security, kick this guy out!","model ""security, kick this guy out!""",1,0,0,0.6,0.32142857142857145
Your behavior is embarrassing; go learn the art of social intercourse!,"model ""your behavior is embarrassing! go learn the art of social intercourse!""",1,0,0,0.36363636363636365,0.14285714285714285
"Penny wise, pound foolish.","model penny wise, pound foolish.",1,1,1,0.5,0.2692307692307692
A bully is always a coward.,model a bully is always a coward.,1,1,1,0.3333333333333333,0.25925925925925924
That insane android continues to ignore me.,model that insane android continues to ignore me.,1,0,0,0.2857142857142857,0.16279069767441862
He was fatter than ever.,model he was fatter than ever.,1,1,1,0.4,0.2916666666666667
You're worth more dead than alive.,model you're worth more dead than alive.,1,1,1,0.3333333333333333,0.20588235294117646
"The question, jerk!","model the question, jerk!",1,1,1,0.6666666666666666,0.3684210526315789
He also operated Skanga Nig.,model he also operated skangengig.,0,0,0,0.8,0.39285714285714285
"Teresa, Mildrid, Ralph, and Vonda all arrived yesterday evening.","model theresa, mildred, ralph, and vonda all arrived yesterday evening.",0,0,0,0.5555555555555556,0.1875
"Jeez, you look stoned!","model ""jeez, you look stoned!""",1,0,0,0.75,0.4090909090909091
You can lie as snug here as if you were in a moss-hole.,"model you can lie as a snake here, as if you were in a moss hole.",0,0,0,0.5384615384615384,0.2545454545454545
Every cock crows loud on his own dunghill,model every cock crows loud on his own dunghill.,0,1,1,0.375,0.1951219512195122
Outeiro was the locality where the first inhabitants settled.,model auteriio was the locality where the first inhabitants settled.,0,0,0,0.2222222222222222,0.14754098360655737
Then get out of here.,model then get outta here!,0,1,1,1.0,0.5238095238095238
"What do you expect from a pig, but a grunt?","model what do you expect from a pig, but a grunt?",0,1,1,0.2,0.16279069767441862
"It is named after Ugo Fano, an Italian American physicist.","model <br>it is named after ugo fano, an italian-american physicist.",0,0,0,0.6,0.27586206896551724
Somebody cut us off!,model somebody cut us off.,0,0,0,0.75,0.4
In symmetric cryptography the same key is used for encryption and decryption.,"model <br>in symmetric cryptography, the same key is used for encryption and decryption.",0,0,0,0.25,0.15584415584415584
He's insane or drunk or something.,model he's insane or drunk or something.,1,1,1,0.3333333333333333,0.20588235294117646
"Party switching also occurs quite commonly in Italy, Ukraine, India, and the Philippines.","model party switching also occurs quite commonly in italy, ukraine, india, and the philippines.",0,0,0,0.46153846153846156,0.12359550561797752
"Then suddenly, they kneel and die.",model then suddenly they kneel and die.,0,1,1,0.5,0.23529411764705882
A large piece suddenly came off and fell with a loud and sharp noise.,model a large piece suddenly came off and fell with a loud and sharp noise.,0,0,0,0.14285714285714285,0.10144927536231885
"Jeez, you look stoned!","model <speaker1>: geez, you look stoned.",1,0,0,1.0,0.9090909090909091
"He was born in Torgau, on the Elbe.",model he was born in torgau on the elbe.,0,0,0,0.5,0.2857142857142857
One man's meat is another man's poison.,model one man's meat is another man's poison.,0,0,0,0.2857142857142857,0.1794871794871795
Aggie substitute teaches so she can be available in case of need.,model aggy substitute teaches so she can be available in case of need.,0,0,0,0.16666666666666666,0.13846153846153847
The goal is to move all knights to the opposite rank.,model the goal is to move all knights to the opposite rank.,0,0,0,0.18181818181818182,0.1320754716981132
Call a spade a spade.,model call a spade a spade.,0,0,0,0.4,0.3333333333333333
you're playing with dynamite!,model you're playing with dynamite!,0,0,0,0.25,0.20689655172413793
"Elaine manages to break free from her mother, who then slaps her.","model elaine manages to break free from her mother, who then slaps her.",0,1,1,0.16666666666666666,0.1076923076923077
"And the girl pointed to the south, indicating that it was there the strange man lived.","model and the girl pointed to the south, indicating that it was there the strange man lived.",0,0,0,0.125,0.08139534883720931
"Lastly, he commissioned the Divine Bell of King Seongdeok, named for his father.","model lastly, he commissioned the divine bell of king seondeok, named for his father.",0,0,0,0.46153846153846156,0.15
"Well, what do you want?","model well, what do you want?",0,0,0,0.4,0.30434782608695654
"After playing tennis in virtual reality, he felt dizzy.","model after playing tennis in virtual reality, he felt dizzy.",0,0,0,0.2222222222222222,0.12727272727272726
You killed all three of them for nothing.,model you killed all three of them for nothing.,0,0,0,0.25,0.17073170731707318
Off with his head!,model off with his head!,1,1,1,0.5,0.3888888888888889
Or are you deaf?,model or are you deaf?,0,1,1,0.5,0.4375
"""What a load of trash"", Sarah opined.","model ""what a load of trash,"" sarah opined.",1,1,1,0.5714285714285714,0.2702702702702703
"Buffy, on the other hand is, I hope, not idiotic.","model ""buffy, on the other hand, is, i hope, not idiotic.""",0,1,1,0.5,0.22448979591836735
"Road: Ingoda, Paranda, Barshi, Kurduvadi, and Karmala are connected by state highways.","model road: ingoda, paranda, barishi, kurduvadi, and karnala are connected by state highways.",0,0,0,0.5833333333333334,0.16279069767441862
"Other Oregon counties were split away, and Wasco was reduced to its current size.","model other oregon counties were split away, and wasco was reduced to its current size.",0,0,0,0.2857142857142857,0.1111111111111111
"Hey look, a flying pig!","model hey, look, a flying pig.",0,1,1,0.6,0.391304347826087
You've got the brain of a pancake.,model you've got the brain of a pancake.,1,1,1,0.2857142857142857,0.20588235294117646
"He died in San Francisco, and is buried in Lemoore.",model he died in san francisco and is buried in lamor.,0,0,0,0.5,0.27450980392156865
Different studies generally find varying values for elemental abundances.,model <div>different studies generally find varying values for the elemental abundances.</div>,0,0,0,0.4444444444444444,0.3013698630136986
What idiot wrote this total drivel?,"model ""what idiot wrote this total drivel?""",1,1,1,0.5,0.2571428571428571
Your behavior is embarrassing; go learn the art of social intercourse!,"model ""your behavior is embarrassing; go learn the art of social intercourse.""",1,0,0,0.2727272727272727,0.14285714285714285
"I like the avenger of the new episode, he really is a badass.","model ""i liked the avenger of the new episode. he really is bad ass.""",0,1,1,0.46153846153846156,0.22950819672131148
"They blow across the world without a birthplace, and with no place to die.",model they blow across the world without a birthplace and with no place to die.,0,0,0,0.21428571428571427,0.10810810810810811
"It also had low reaction times and high elevation, with a shells and range.",model it also had low reaction times and high elevation with the shells and range.,0,0,0,0.2857142857142857,0.14666666666666667
"Open the street door, Judy; put these blusterers out!","model ""open the street door, judy, put these blusterers out!""",0,0,0,0.4444444444444444,0.20754716981132076
I'm through listening to you!,model i'm through listening to you.,0,0,0,0.6,0.27586206896551724
"Jerk the cord, and out tumbles the gold.",model jack the coat and out tumble the gold.,0,0,0,0.5,0.3
"But, if you can, try to make your own decisions.","model but, if you can, try to make your own decisions.",0,0,0,0.2,0.14583333333333334
"Don't try and lick that pole, your tongue will get stuck!","model <br>don't try to lick the pole, your tongue will get stuck.",0,1,1,0.45454545454545453,0.2982456140350877
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
Every member of the cast is scuba-certified.,model every member of the cast is scuba certified.,0,0,0,0.5714285714285714,0.18181818181818182
"Afterwards, he was obliged to apologize for his behaviour.","model afterwards, he was obliged to apologize for his behaviour.",0,0,0,0.2222222222222222,0.1206896551724138
"Curse the moment I met that old man, he thought.","model ""cursed the moment i met the old man,"" he thought.",0,0,0,0.5,0.2708333333333333
Look what the Chronicle is running on Laura Ben.,model look what the chronicle is running on nara ban!,0,0,0,0.5555555555555556,0.2708333333333333
Keep your shirt on.,"model <speaker1>: okay, you're on.",0,0,0,1.0,1.3157894736842106
Whimsy is a difficult thing to capture.,model <br>whimsey is a difficult thing to capture.,0,0,0,0.2857142857142857,0.3076923076923077
"I want you to take Buna, or not come back alive.","model ""i want you to take puna, or not come back alive!""",0,0,0,0.36363636363636365,0.22916666666666666
Do you understand that?,model do you understand that?,0,0,0,0.5,0.30434782608695654
A woman on a white horse corrals a bull.,model a woman on a white horse crows a bull.,0,1,1,0.3333333333333333,0.275
What are the externalities associated with setting up a business?,model what are the externalities associated with setting up a business?,0,0,0,0.2,0.1076923076923077
"""Bird Girl"" is cast in bronze and stands tall.",model bird girl is cast in bronze and stands tall.,0,0,0,0.3333333333333333,0.1956521739130435
Isn't it a little crowded?,model isn't it a little crowded?,0,0,0,0.4,0.2692307692307692
What idiot wrote this total drivel?,model what idiot wrote this total drivel?,1,1,1,0.3333333333333333,0.2
"You're not psychotic, you just wish you were?","model ""you're not psychotic, you just wish you were?""",1,0,0,0.375,0.2
"They were ignorant, idle, and vain.","model they were ignorant, idle, and vain.",1,1,1,0.3333333333333333,0.2
Despair is something that haunts us at night.,model despair is something that haunts us at night.,0,0,0,0.25,0.15555555555555556
"Never advertise razors by shaving a monkey, it's cruel and results in lawsuits.",model never advertise razors by shaving a monkey; it's cruel and results in lawsuits.,0,0,0,0.23076923076923078,0.10126582278481013
The rector is Vaughan Roberts who is also an author and conference speaker.,"model the director is vaughn roberts, who is also an author and conference speaker.",0,0,0,0.38461538461538464,0.17333333333333334
You know my cousin Angela?,model you know my cousin angela?,0,0,0,0.6,0.3076923076923077
I hate her husband ÔÇö I just hate him furiously.,"model ""i hate her husband; i just hate him furiously.""",1,1,1,0.6,0.2857142857142857
Garnet defended his use of equivocation with his own treatise on the doctrine.,model <div>garnett defended his use of equivocation with his own treatise on the doctrine.</div>,0,0,0,0.23076923076923078,0.24358974358974358
"Conrad refuses, still fearful of what may await outside, and Marcusson dies.","model conrad refuses, still fearful of what may await outside, and marcusion dies.",0,0,0,0.25,0.11842105263157894
Then he went off and formed his own grou.,model then he went off and formed his own go.,0,0,0,0.3333333333333333,0.21951219512195122
You see what will happen.,model you see what will happen.,0,0,0,0.4,0.28
I'm getting Trevor ready!,"model ""i'm getting trevor ready.""",0,0,0,1.0,0.44
"Because, boys and ladies and gentlemen, he is a pessimist.","model ""because, boys and ladies and gentlemen, he is a pessimist!""",1,1,1,0.3,0.1724137931034483
Darth Vader could barely breathe under his mask.,model <br>paul sweeter could barely breathe under his mask.,0,0,0,0.375,0.375
The hell you say!,"model ""the hell you say?""",1,1,1,0.75,0.5882352941176471
I sold crystal and crossed the desert.,model i sold crystal and crossed the desert.,0,0,0,0.2857142857142857,0.18421052631578946
"Also, at some points Mel could be incredibly stupid and somewhat ignorant.","model also, at some points, mel could be incredibly stupid and somewhat ignorant.",1,1,1,0.3333333333333333,0.12162162162162163
I'll kill both of them!,model i'll kill both of them.,1,1,1,0.6,0.34782608695652173
Is this the place?,model is this the place?,0,0,0,0.5,0.3888888888888889
Cumulus congestus will mature into cumulonimbus calvus under conditions of sufficient instability.,model cumulus congestus will mature into cumulonimbus calvus under the conditions of sufficient instability.,0,0,0,0.25,0.11224489795918367
Howard is the largest community in Brown County without transit service.,model howard is the largest community in brown county without transit service.,0,0,0,0.36363636363636365,0.125
Daniel DeLeon and I became friends...,model daniel deleon and i became friends.,0,0,0,0.8333333333333334,0.32432432432432434
Your face is red with blood.,model your face is red with blood.,0,1,1,0.3333333333333333,0.25
"He who fights and runs away, lives to fight another day.","model he who fights and runs away, lives to fight another day.",0,0,0,0.18181818181818182,0.125
"The students are all disabled, retarded and of different ages.","model the students are all disabled, retarded, and of different ages.",1,1,1,0.3,0.12903225806451613
Her schoolÔÇÖs WiFi has a ridiculous amount of websites that are blocked.,model her school's wi-fi has a ridiculous amount of websites that are blocked.,0,0,0,0.3333333333333333,0.1780821917808219
This request was denied.,model this request was denied.,0,0,0,0.5,0.2916666666666667
"Headlam stated his motive as ""concern for the arts and freedom"".",model hedlem stated his motive as concern for the arts and freedom.,0,0,0,0.36363636363636365,0.15625
Do you think your boyfriend is cheating on you?,model do you think your boyfriend is cheating on you?,0,0,0,0.2222222222222222,0.14893617021276595
One man's meat is another man's poison.,model one man's meat is another man's poison.,0,0,0,0.2857142857142857,0.1794871794871795
We're out here till breakfast-time.,model we're out here till breakfast time.,0,0,0,0.8,0.22857142857142856
I'm going to tell your mother on you.,model i'm going to tell your mother on you.,0,0,0,0.25,0.1891891891891892
January was hot on the heels of december.,model january was hot on the heels of december.,0,0,0,0.25,0.17073170731707318
But he kept the sword in his hand.,model but he kept the sword in his hand.,0,0,0,0.25,0.20588235294117646
"He called to the boy, and they took a walk along the dunes surrounding the encampment.",model he called to the boy and they took a walk along the downs surrounding the encampment.,0,0,0,0.25,0.12790697674418605
Do you think your boyfriend is cheating on you?,model do you think your boyfriend is cheating on you?,0,0,0,0.2222222222222222,0.14893617021276595
I don't believe it.,model i don't believe it.,0,0,0,0.5,0.3684210526315789
I accuse this man of being a faker!,model i accuse this man of being a faker!,1,1,1,0.25,0.2
"He was something of a sickly child by all accounts, never made it past his fourth birthday.","model he was something of a sickly child, by all accounts, never made it past his fourth birthday.",0,0,0,0.17647058823529413,0.08791208791208792
"""What do you want here today?"" the desert asked him.","model ""what'd you want here today?"" the desert asked him.",0,0,0,0.2,0.17307692307692307
I always take the part of my own sex.,"model ""i always take the part of my own sex.""",0,1,1,0.3333333333333333,0.24324324324324326
Two construction workers trying to mix cement.,model two construction workers trying to mix cement.,0,0,0,0.2857142857142857,0.15217391304347827
I have to separate out the sulfur.,model i have to separate it out to sulfur.,0,0,0,0.5714285714285714,0.35294117647058826
A new application for internet banking on the iPad was launched on this occasion.,model a new application for internet banking on the ipad was launched on this occasion.,0,0,0,0.21428571428571427,0.09876543209876543
The bartender went to the keypad to unlock the entrance to the cellar storeroom.,model the bartender went to the key-pad to unlock the entrance to the cellar store room.,0,0,0,0.35714285714285715,0.1125
I think you're crazy.,model i think you're crazy.,1,1,1,0.5,0.3333333333333333
"""What a load of trash"", Sarah opined.","model ""what a load of trash,"" sarah opined.",1,1,1,0.5714285714285714,0.2702702702702703
A bully is always a coward.,model a bully is always a coward.,1,1,1,0.3333333333333333,0.25925925925925924
Goats always have a better view.,model <goats always have a better view.,0,0,0,0.3333333333333333,0.25
In my wildest dream I hadn't thought that this would happen.,"model <br>in my wildest dreams, i hadn't thought this would happen.",0,0,0,0.45454545454545453,0.31666666666666665
The smell of burned rags itches my nose.,model <br>the smell of burnt drags itches my nose.,0,0,0,0.5,0.35
There's a group of unruly teens bumming around in your garden.,model there's a group of unruly teens bumming around in your garden.,1,0,0,0.18181818181818182,0.11290322580645161
